filepath,emotion
data/raw/crema_d/AudioWAV/crema_d_1035_tie_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1035_tie_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1035_tie_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1035_tsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1035_wsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_dfa_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_ang_hi.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_ang_lo.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_ang_md.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_dis_hi.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_dis_lo.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_dis_md.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_fea_hi.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_fea_lo.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_fea_md.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_hap_hi.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_hap_lo.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_hap_md.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_sad_hi.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_sad_lo.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_ieo_sad_md.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_iom_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_iom_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_iom_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_iom_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_iom_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_iom_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_ith_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_ith_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_ith_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_ith_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_ith_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_ith_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_its_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_its_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_its_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_its_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_its_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_its_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_iwl_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_iww_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_iww_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_iww_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_iww_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_iww_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_iww_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_mti_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_mti_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_mti_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_mti_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_mti_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_mti_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_tai_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_tai_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_tai_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_tai_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_tai_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_tai_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_tie_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_tie_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_tie_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_tie_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_tie_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_tie_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_tsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1036_wsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_dfa_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_ang_hi.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_ang_lo.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_ang_md.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_dis_hi.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_dis_lo.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_dis_md.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_fea_hi.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_fea_lo.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_fea_md.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_hap_hi.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_hap_lo.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_hap_md.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_sad_hi.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_sad_lo.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_ieo_sad_md.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_iom_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_iom_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_iom_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_iom_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_iom_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_iom_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_ith_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_ith_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_ith_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_ith_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_ith_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_ith_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_its_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_its_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_its_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_its_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_its_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_its_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_iwl_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_iww_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_iww_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_iww_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_iww_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_iww_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_iww_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_mti_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_mti_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_mti_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_mti_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_mti_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_mti_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_tai_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_tai_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_tai_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_tai_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_tai_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_tai_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_tie_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_tie_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_tie_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_tie_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_tie_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_tie_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_tsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1037_wsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_dfa_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_ang_hi.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_ang_lo.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_ang_md.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_dis_hi.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_dis_lo.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_dis_md.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_fea_hi.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_fea_lo.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_fea_md.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_hap_hi.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_hap_lo.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_hap_md.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_sad_hi.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_sad_lo.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_ieo_sad_md.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_iom_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_iom_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_iom_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_iom_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_iom_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_iom_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_ith_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_ith_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_ith_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_ith_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_ith_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_ith_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_its_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_its_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_its_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_its_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_its_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_its_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_iwl_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_iww_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_iww_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_iww_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_iww_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_iww_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_iww_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_mti_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_mti_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_mti_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_mti_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_mti_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_mti_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_tai_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_tai_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_tai_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_tai_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_tai_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_tai_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_tie_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_tie_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_tie_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_tie_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_tie_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_tie_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_tsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1038_wsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_dfa_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_ang_hi.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_ang_lo.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_ang_md.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_dis_hi.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_dis_lo.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_dis_md.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_fea_hi.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_fea_lo.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_fea_md.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_hap_hi.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_hap_lo.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_hap_md.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_sad_hi.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_sad_lo.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_ieo_sad_md.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_iom_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_iom_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_iom_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_iom_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_iom_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_iom_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_ith_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_ith_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_ith_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_ith_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_ith_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_ith_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_its_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_its_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_its_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_its_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_its_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_its_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_iwl_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_iww_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_iww_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_iww_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_iww_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_iww_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_iww_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_mti_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_mti_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_mti_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_mti_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_mti_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_mti_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_tai_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_tai_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_tai_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_tai_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_tai_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_tai_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_tie_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_tie_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_tie_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_tie_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_tie_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_tie_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_neu_xx.wav,neutral
data/raw/crema_d/AudioWAV/crema_d_1039_tsi_sad_xx.wav,sad
data/raw/crema_d/AudioWAV/crema_d_1039_wsi_ang_xx.wav,angry
data/raw/crema_d/AudioWAV/crema_d_1039_wsi_dis_xx.wav,disgust
data/raw/crema_d/AudioWAV/crema_d_1039_wsi_fea_xx.wav,fearful
data/raw/crema_d/AudioWAV/crema_d_1039_wsi_hap_xx.wav,happy
data/raw/crema_d/AudioWAV/crema_d_1039_wsi_neu_xx.wav,neutral
